,line_632to671_a_mag,line_632to671_a_ang,line_632to671_b_mag,line_632to671_b_ang,line_632to671_c_mag,line_632to671_c_ang,line_671to680_a_mag,line_671to680_a_ang,line_671to680_b_mag,line_671to680_b_ang,line_671to680_c_mag,line_671to680_c_ang,line_651to632_a_mag,line_651to632_a_ang,line_651to632_b_mag,line_651to632_b_ang,line_651to632_c_mag,line_651to632_c_ang,line_632to633_a_mag,line_632to633_a_ang,line_632to633_b_mag,line_632to633_b_ang,line_632to633_c_mag,line_632to633_c_ang,line_692to675_a_mag,line_692to675_a_ang,line_692to675_b_mag,line_692to675_b_ang,line_692to675_c_mag,line_692to675_c_ang,line_645to646_a_mag,line_645to646_a_ang,line_645to646_b_mag,line_645to646_b_ang,line_645to646_c_mag,line_645to646_c_ang,line_632to645_a_mag,line_632to645_a_ang,line_632to645_b_mag,line_632to645_b_ang,line_632to645_c_mag,line_632to645_c_ang,line_684to611_a_mag,line_684to611_a_ang,line_684to611_b_mag,line_684to611_b_ang,line_684to611_c_mag,line_684to611_c_ang,line_684to652_a_mag,line_684to652_a_ang,line_684to652_b_mag,line_684to652_b_ang,line_684to652_c_mag,line_684to652_c_ang,line_671to684_a_mag,line_671to684_a_ang,line_671to684_b_mag,line_671to684_b_ang,line_671to684_c_mag,line_671to684_c_ang,transformer_633to634_a_mag,transformer_633to634_a_ang,transformer_633to634_b_mag,transformer_633to634_b_ang,transformer_633to634_c_mag,transformer_633to634_c_ang,transformer_650to651_a_mag,transformer_650to651_a_ang,transformer_650to651_b_mag,transformer_650to651_b_ang,transformer_650to651_c_mag,transformer_650to651_c_ang,switch_671to692_a_mag,switch_671to692_a_ang,switch_671to692_b_mag,switch_671to692_b_ang,switch_671to692_c_mag,switch_671to692_c_ang
0,225.2485289695975,-0.6776352331786126,122.53187291025709,-87.14036911470879,344.12627069677796,123.79137866787198,37.08567230898879,-2.5951102350221444,22.029347743882287,-85.35998910641379,95.37122363489418,125.09096401225958,253.2116210408831,-5.010329084768124,191.3878799507034,-117.88718469826314,379.50136729882973,119.41647489075557,30.252805335761465,-36.15581859176675,23.359984615316293,-157.61420410626792,23.720539544300447,80.33892798516456,92.1769797926716,32.689303911307235,75.40812636788625,-38.589799157164535,65.67321236246266,160.19938085036998,0.0,0.0,40.42257760046805,-150.49678155366783,0.002815981946633546,-161.97266451384257,0.0,0.0,71.40756583965572,-153.2988649281921,0.005631229762853612,-161.97769425432617,0.0,0.0,0.0,0.0,38.26184629332823,161.63215823960363,23.702035572400337,-36.815439155342474,0.0,0.0,0.0,0.0,23.700870714758686,-36.80922959070222,0.0,0.0,38.26348325648557,161.63545879664562,30.25454952773168,-36.160558359475615,23.361819481540994,-157.6202506451345,23.722382476884455,80.33309869752442,253.21168162753764,-5.010485504061116,191.3878543554587,-117.88739229862044,379.5013743391777,119.41637012998505,92.17698275892893,32.68930265173864,75.40812238559042,-38.589794773361824,75.23043196567518,134.03471346695923
1,223.90185621547363,-0.8744867419997158,116.84457510704802,-85.38980900915868,341.3433451250063,123.69681018638691,35.46338855334763,-2.640603235421245,18.739800962109413,-78.07287602732548,92.73617249077202,125.3731733259213,252.27079087537507,-5.256238534160549,185.57301608071504,-118.0212793460411,377.234593689204,119.25047422279317,30.620326980334124,-36.170455801799406,23.63932297665567,-157.56933680209718,24.019369637876558,80.35433369214033,92.70963111954161,32.17994374753923,75.37559063578189,-38.5854619044804,65.7463892299563,159.56634983453802,0.0,0.0,40.921971191061516,-150.4505656464117,0.0028154675477333148,-161.95588739603346,0.0,0.0,72.08647325810966,-153.24220203141414,0.0056301937954383085,-161.9609746819904,0.0,0.0,0.0,0.0,38.35023930622462,161.13985030218856,23.99608511146626,-36.83911918205827,0.0,0.0,0.0,0.0,23.994919175435037,-36.83298441291438,0.0,0.0,38.35185505509258,161.14316439362136,30.62207189519537,-36.17513779297631,23.64115766398136,-157.5753133367595,24.021212461980255,80.34857755720755,252.27085442862983,-5.256395476104716,185.572992106219,-118.02149346870605,377.2346027399181,119.25036883583806,92.70964052645739,32.17993999016963,75.37559055993395,-38.58546287394137,75.73447180755926,133.44062267136061
2,221.8681828271133,-1.2317543632090464,105.20344252810112,-82.01920234791082,335.275756068611,123.57259606242646,33.37742521973085,-2.5988265808736113,13.356049979998986,-55.915661950277475,87.41093924736165,126.1950292430115,250.71299845709981,-5.659701194286732,173.85908271263204,-118.71384387848919,371.76029344415144,119.01484386377324,31.010691153673267,-36.194957610063796,23.937558843108853,-157.47549222286378,24.34547860514848,80.39011885946573,93.29005579811543,31.646175641754038,75.36415511316643,-38.481787270026054,65.81547968922953,158.88154736083484,0.0,0.0,41.460770037808366,-150.35573247765572,0.002814698804285145,-161.9172461362245,0.0,0.0,73.45666848482958,-153.16820033972417,0.005628643663592988,-161.92242906417854,0.0,0.0,0.0,0.0,38.43636826799352,160.63415798810098,24.320475164562872,-36.88477000372197,0.0,0.0,0.0,0.0,24.31930701636415,-36.8787139236804,0.0,0.0,38.43796019204103,160.6374870201218,31.01243733417873,-36.19957941897185,23.939392885880004,-157.48139652370355,24.34732138253778,80.3844404417164,250.71306687493185,-5.65985900577152,173.85906712582903,-118.71407250777712,371.7603053492315,119.01473693154566,93.29005252019972,31.646176920522116,75.36416312626119,-38.48178867251239,76.6437606210376,132.36861732614446
3,217.07247094583275,-3.4383814994155104,78.30364324233521,-70.1399643059402,323.09169144808567,123.46200889491303,29.03111285984019,-8.133706057993813,17.143503774137812,21.83524471657102,80.36016160231237,128.14840921451147,246.3793095993825,-7.665214949057905,143.58755710178826,-120.84139465432014,359.51508041336837,118.79181259391075,30.820041119275803,-36.21761534547176,23.77469317895171,-157.2447660555185,24.221518244763462,80.47511582997069,93.02387960799973,31.874974257612344,75.60053571663664,-37.92108306790174,65.66486703388146,159.1468363235982,0.0,0.0,41.24563934342242,-150.1280652935345,0.002814059712847343,-161.82805466405713,0.0,0.0,76.15634509019621,-153.08788716165648,0.005627345848412721,-161.83337504295085,0.0,0.0,0.0,0.0,38.32239761847353,160.9665241480808,24.19005744521583,-36.946153138945434,0.0,0.0,0.0,0.0,24.188886236388523,-36.9400617636245,0.0,0.0,38.32399442538,160.96985250162678,30.821788855748213,-36.222262246999385,23.776525933632406,-157.25071640537817,24.22336113183745,80.46940756958914,246.37940214160653,-7.665374880506046,143.5875672831006,-120.84167152276508,359.5150950192689,118.79170202777273,93.02388090490614,31.87497364334451,75.60052971238697,-37.92107560884546,78.13244684933879,130.58526489537698
4,197.70133145078955,-5.590130094617878,58.110534488290014,-50.5997571280943,306.2742829339881,122.90333819662642,18.165408326128283,-20.920278042491454,27.849698048117467,41.97615600670458,67.70144452836016,129.75682351507106,227.6575635028081,-9.87658341807182,115.70769389554789,-124.19521420681063,343.08402287202966,118.07058498137556,30.81116155143463,-36.11837050725144,23.794129670514046,-157.04709636362105,24.24541077987488,80.55759127732384,93.05770092501571,32.18703597482915,75.59226256648942,-37.5218362206961,65.62798315253063,159.18840565096406,0.0,0.0,41.25806957863017,-149.93160670625616,0.0028139969649019045,-161.731470920337,0.0,0.0,78.1674039222154,-152.9802597569366,0.005627205067232304,-161.7369003831153,0.0,0.0,0.0,0.0,38.30113714790596,161.06998176456634,24.247839572832255,-36.75543931834671,0.0,0.0,0.0,0.0,24.24666581518417,-36.74935494565175,0.0,0.0,38.302729277155436,161.07331359344886,30.81291033578459,-36.123020136089416,23.795961010734242,-157.05304372770587,24.24725468240085,80.55189010511127,227.65768251419033,-9.876755474505643,115.70774465331343,-124.19555690411367,343.08404621221376,118.07046915966941,93.05769726474094,32.18703737264707,75.5922636637922,-37.52183375375088,79.35562956006028,129.36125659540556
5,200.60095335400163,-5.5227140602716185,58.373016917034775,-50.14310515003749,306.89356235417966,122.88649803292031,19.114827865189152,-18.87431924379981,28.572007878188472,41.53095296046334,68.51256276619043,129.9698934881825,230.41192817415097,-9.753903006629491,115.5659216236173,-124.08461310416327,343.572816540084,118.08053131867455,30.696640670124925,-36.143962474597316,23.697158288900845,-157.0413896300581,24.156697114773735,80.56285841958638,92.88712911612369,32.27466995045175,75.67125729761533,-37.467204384185585,65.57229289156278,159.35032490776135,0.0,0.0,41.11088872384484,-149.92688192144982,0.0028136929018446424,-161.73021615894072,0.0,0.0,78.59082118943054,-153.00600432428615,0.005626594134546382,-161.73566059260378,0.0,0.0,0.0,0.0,38.254084876274305,161.22146548471002,24.151280277484453,-36.811295081076565,0.0,0.0,0.0,0.0,24.150106190303156,-36.80518715302384,0.0,0.0,38.25568251124053,161.22479457535772,30.698389651711626,-36.14862859023799,23.698989642887828,-157.04736221545235,24.158540682181638,80.55713600250179,230.4120457208846,-9.754073068754131,115.56597104513345,-124.0849562695314,343.57283976023126,118.08041566146221,92.88713915039827,32.2746657868671,75.67125823032009,-37.4672037100778,79.57162896529731,129.09154425867882
6,206.33378199448347,-2.509958919352075,85.69834834062087,-72.52516314307161,321.79905563503087,122.63286002008374,20.417596285070715,-5.7439224451999555,16.567875430355127,9.727217727966941,73.92257718842801,127.70238959654561,235.20821652359976,-7.005810452720794,151.04747143533018,-119.63662469137329,358.3367219492936,118.06177885967622,30.58528097905244,-36.13166425022434,23.621025003798934,-157.3090740761926,24.050490207554404,80.4734616393681,92.71577225042232,32.42384189178434,75.55992925095354,-38.00619029960149,65.59811659954107,159.4962494134972,0.0,0.0,40.935528780274105,-150.19362856028073,0.002813533520571964,-161.83421455018646,0.0,0.0,76.53594349598234,-153.19700218569437,0.005626291060122859,-161.83953249192288,0.0,0.0,0.0,0.0,38.25812304431895,161.25400166321793,24.047173316674588,-36.78052277613084,0.0,0.0,0.0,0.0,24.04600202745542,-36.77439166983914,0.0,0.0,38.259729598053504,161.2573235919463,30.587028579652575,-36.13635127941426,23.62285801541595,-157.3150612628822,24.052332855403833,80.46771565898935,235.20830114560684,-7.005978228427216,151.04746702511125,-119.63688790937552,358.3367453933828,118.0616679687438,92.71577609360365,32.42384032658776,75.55992785036932,-38.00618924674065,78.26982408777394,130.37755218939796
7,199.11167646740435,-5.657919181067965,56.404310113639376,-48.65790075183713,305.8032464914787,122.87519052920513,18.480215339850073,-20.192853965445302,29.679950538840504,43.3363325211533,67.71672599715468,130.18721895602388,228.72658152272618,-9.867767778747325,113.44388563857959,-124.79306595181937,342.2021920123001,118.0885873981825,30.455307326846494,-36.12917432780716,23.51948623538986,-157.02173684337774,23.970125403713787,80.56618979320316,92.55105048665592,32.64751525446272,75.69826525416593,-37.37003213537069,65.49990517872007,159.74218818456782,0.0,0.0,40.79105342495869,-149.90841837744077,0.0028138534510937074,-161.7245403522573,0.0,0.0,78.65250344785218,-153.01651791437476,0.005626916104021201,-161.72997554774207,0.0,0.0,0.0,0.0,38.18435758759447,161.5448540952526,23.97523531752487,-36.7871711363641,0.0,0.0,0.0,0.0,23.974060980005984,-36.781016967132366,0.0,0.0,38.18596750234955,161.54817608118995,30.45705626111302,-36.1338780980303,23.52131721547993,-157.02775432864775,23.971969235910755,80.5604228433421,228.72670042908797,-9.867939035216958,113.44394361512325,-124.79341520077267,342.2022151339082,118.08847127712583,92.55105896974598,32.647511650211904,75.69826731863196,-37.37002835351175,79.51200172449491,129.10688765071689
8,206.17193008014183,-2.276115532302359,87.9861886883263,-74.46282915966542,321.9538697455616,122.7194188592729,20.796856424287444,-5.320083299217402,15.008097318063845,3.9351326526335546,74.54526401199477,127.4516058872651,234.8623719458277,-6.786174712453828,154.20333525316946,-119.66212422945968,358.2851392386291,118.15923589371779,30.45823808250486,-36.11765502815342,23.528278314168872,-157.33561246124992,23.943497311646084,80.4717505029373,92.53274928916517,32.61930081412457,75.54135717177455,-38.03675430782672,65.58558355235748,159.7557291619276,0.0,0.0,40.75808014036861,-150.22040353176752,0.0028139333407936206,-161.8358983890874,0.0,0.0,76.04462856201171,-153.21659526512218,0.0056270951350133255,-161.8411816990249,0.0,0.0,0.0,0.0,38.23649699104928,161.4449055756032,23.945946325559746,-36.75331475598287,0.0,0.0,0.0,0.0,23.94477555782967,-36.74715785273363,0.0,0.0,38.238111865792774,161.44822237165823,30.45998531523259,-36.122362441738765,23.53011140873431,-157.34162189143242,23.945340127538504,80.46597830245594,234.8624539266654,-6.786342812917561,154.20333115085353,-119.66238206082693,358.2851615037762,118.15912498069072,92.53275192432213,32.619299844185484,75.54135540598058,-38.03675346446647,77.92360167969517,130.7736703566096
9,213.41835485097195,-2.331953013655805,84.66994425872817,-73.73002099218779,323.9055524654643,123.06915016219311,26.5101860291256,-4.046247595586359,15.596887484305002,11.255172134264264,77.58818665869629,128.1572540167937,242.15883708408643,-6.717240441407858,151.5805148032783,-120.36035296287523,360.16682736708606,118.48575119382552,30.534185040463306,-36.17760576714899,23.578662316932213,-157.29929640301472,24.006400446080587,80.46227008201927,92.6365804733997,32.38985965046189,75.57401398535407,-37.971966569893716,65.58581999456499,159.5714534357933,0.0,0.0,40.863464294338414,-150.1840821896684,0.0028137923690079226,-161.8428015246177,0.0,0.0,76.50460117716733,-153.1921418336879,0.005626809469600921,-161.84811689898845,0.0,0.0,0.0,0.0,38.24457544412699,161.30815046379854,24.000132602061075,-36.873433979404524,0.0,0.0,0.0,0.0,23.998961047983375,-36.86729098962567,0.0,0.0,38.24618585459061,161.3114706586676,30.535932681920904,-36.182299531565505,23.580494909001324,-157.30529421131064,24.00824331474659,80.45651232774642,242.15891823572403,-6.717403500709663,151.58051915850592,-120.36061525553465,360.1668456793077,118.485640841853,92.63658234191821,32.38985891468275,75.57401478146289,-37.97196759319254,78.22786720203607,130.39496546858533
