,bus_684_a_mag,bus_684_a_ang,bus_684_b_mag,bus_684_b_ang,bus_684_c_mag,bus_684_c_ang,bus_692_a_mag,bus_692_a_ang,bus_692_b_mag,bus_692_b_ang,bus_692_c_mag,bus_692_c_ang,bus_632_a_mag,bus_632_a_ang,bus_632_b_mag,bus_632_b_ang,bus_632_c_mag,bus_632_c_ang,bus_633_a_mag,bus_633_a_ang,bus_633_b_mag,bus_633_b_ang,bus_633_c_mag,bus_633_c_ang,bus_634_a_mag,bus_634_a_ang,bus_634_b_mag,bus_634_b_ang,bus_634_c_mag,bus_634_c_ang,bus_675_a_mag,bus_675_a_ang,bus_675_b_mag,bus_675_b_ang,bus_675_c_mag,bus_675_c_ang,bus_611_a_mag,bus_611_a_ang,bus_611_b_mag,bus_611_b_ang,bus_611_c_mag,bus_611_c_ang,bus_671_a_mag,bus_671_a_ang,bus_671_b_mag,bus_671_b_ang,bus_671_c_mag,bus_671_c_ang,bus_651_a_mag,bus_651_a_ang,bus_651_b_mag,bus_651_b_ang,bus_651_c_mag,bus_651_c_ang,bus_645_a_mag,bus_645_a_ang,bus_645_b_mag,bus_645_b_ang,bus_645_c_mag,bus_645_c_ang,bus_650_a_mag,bus_650_a_ang,bus_650_b_mag,bus_650_b_ang,bus_650_c_mag,bus_650_c_ang,bus_646_a_mag,bus_646_a_ang,bus_646_b_mag,bus_646_b_ang,bus_646_c_mag,bus_646_c_ang,bus_652_a_mag,bus_652_a_ang,bus_652_b_mag,bus_652_b_ang,bus_652_c_mag,bus_652_c_ang,bus_680_a_mag,bus_680_a_ang,bus_680_b_mag,bus_680_b_ang,bus_680_c_mag,bus_680_c_ang
0,0.9678314678014338,0.5155643149296262,0.0,0.0,1.006240961961385,120.94969210331543,0.9688989150444991,0.5288048840224312,1.0099254225658068,-120.73308695121067,1.0062483299913971,120.93321246648587,0.9833145724876591,0.2030588869180276,1.0036446407033783,-120.42341346527154,1.0008863628912599,120.3684546193599,0.982105524107626,0.175901346792864,1.0028793860963483,-120.44224880287669,0.9998568958914011,120.36651315695379,0.9725095965157006,-0.10507861013946246,0.9954970859340341,-120.63270870537096,0.9924519105098787,120.17489134117365,0.9656997431110161,0.5221244390532401,1.0107188290848765,-120.8905433693935,1.0073042435512505,120.85360971232053,0.0,0.0,0.0,0.0,1.0062410113353821,120.94968933011985,0.968898918459679,0.5288048048857339,1.0099254230318468,-120.73308677537268,1.006248331952073,120.93321258370185,0.9999811068579311,0.00013322351821727348,1.0000000450199016,-120.00001080996459,0.9999947061160898,120.00003254281607,0.0,0.0,1.0036448278614276,-120.42342603861741,1.0008865274931014,120.36844453144782,0.9999963053066123,5.559585352552057e-05,0.9999999459006571,-120.00000440769965,0.9999990268688441,120.00001170080989,0.0,0.0,1.003644865293043,-120.42342855328614,1.0008865604134731,120.3684425138657,0.9656831124929108,0.5449311760445499,0.0,0.0,0.0,0.0,0.9688989829850754,0.5288030243081709,1.0099254972977758,-120.73308740544209,1.0062484090820398,120.93321108095823
1,0.9671541506794263,0.5352274903192862,0.0,0.0,1.0049130855341877,120.96687429857415,0.9682172295312733,0.5484230699716118,1.0087486559075156,-120.7130116484483,1.0049204349998737,120.95044045735722,0.9829763927173055,0.21278210445491075,1.0030602218683102,-120.41297627697153,1.0002266750666073,120.37697357413505,0.9817712275248633,0.18569982925946157,1.0022970226625816,-120.43176431370644,0.9992000431403615,120.37502465845387,0.9722049843583213,-0.09450725249150999,0.9949357006998584,-120.62179365620679,0.9918155285196371,120.18380665143597,0.9650264034933544,0.5418095698589526,1.0095408074807246,-120.87040460880205,1.0059755436247806,120.87080050272796,0.0,0.0,0.0,0.0,1.004913134843029,120.96687152537858,0.9682172329372101,0.5484229909938171,1.0087486563725188,-120.71301147258563,1.0049204369564644,120.95044057463589,0.9999802379080526,0.00013884469601274394,0.9999989839815782,-120.00000190995276,0.9999936418272629,120.00003960956025,0.0,0.0,1.0030604089166226,-120.41298885019164,1.0002268395576512,120.37696348625246,0.999996135110616,5.781591879140527e-05,0.9999997401228063,-120.00000121821407,0.9999988181599746,120.00001455686197,0.0,0.0,1.0030604463262904,-120.41299136483521,1.0002268724558638,120.37696146867626,0.9650145875700548,0.5644946315787358,0.0,0.0,0.0,0.0,0.9682172974247358,0.5484212103938036,1.008748730550409,-120.7130121021229,1.0049205139783504,120.95043907168537
2,0.9672383246135159,0.5335392884910939,0.0,0.0,1.0050303026856644,120.96336390048087,0.9682978742673125,0.5466898767804842,1.0088179972741227,-120.71452296935743,1.0050376358848416,120.9469865680283,0.9830207213460674,0.21214135799223027,1.0030993569468554,-120.41355675375027,1.0002932800216155,120.37562225540967,0.9818197725803032,0.18515386946694992,1.0023388176049994,-120.43227943760262,0.9992702516356687,120.3736799332193,0.9722870339673755,-0.0940592220725255,0.9950031433159255,-120.62163929550356,0.9919116804921947,120.1831465967226,0.9651178453564063,0.5402899045841596,1.00960859161919,-120.87180051656708,1.0060975524244804,120.86721422677786,0.0,0.0,0.0,0.0,1.0050303520002575,120.9633611272853,0.9682978776613052,0.5466897980871019,1.0088179977375353,-120.71452279341356,1.0050376378345387,120.94698668560554,0.999980328562973,0.00013827683597674923,0.999999070060125,-120.00000258776916,0.9999937492168165,120.00003889563348,0.0,0.0,1.0030995440020318,-120.41356932701223,1.0002934445240175,120.37561216748328,0.9999961529339196,5.758354566518857e-05,0.9999997568512164,-120.00000146331399,0.9999988391240775,120.00001426763205,0.0,0.0,1.0030995814130725,-120.4135718416642,1.0002934774245016,120.37561014989829,0.96510586475045,0.562706708388682,0.0,0.0,0.0,0.0,0.9682979421547752,0.5466880175188598,1.0088180719201119,-120.7145234229277,1.0050377148656449,120.94698518262933
3,0.9672999773345672,0.5324819220985746,0.0,0.0,1.0051047551967744,120.96046614512682,0.9683559724051093,0.5455875174191641,1.0088504883101999,-120.71539543843942,1.0051120719910789,120.94414500609358,0.9830537359064281,0.21180665402117682,1.003120051439515,-120.41381135177885,1.0003383900804137,120.37456285613912,0.981856993201975,0.18491336653700863,1.0023621539527552,-120.43246921808776,0.9993189421106351,120.37262671625585,0.9723576421552227,-0.09331245184110827,0.9950519876665929,-120.6211667185772,0.9919861495339318,120.18276960619839,0.9651866671289685,0.5393966875058703,1.0096395346247786,-120.872559117262,1.0061766299637203,120.86424311729016,0.0,0.0,0.0,0.0,1.0051048045150204,120.96046337193124,0.9683559757872383,0.5455874390064185,1.008850488772038,-120.71539526241607,1.0051120739339663,120.94414512396229,0.9999803908341386,0.00013789133213884349,0.9999991222083905,-120.00000298299753,0.999993821937678,120.00003841113444,0.0,0.0,1.0031202384981073,-120.4138239250777,1.000338554590558,120.37455276817109,0.9999961651955472,5.74235708627976e-05,0.9999997669979211,-120.00000160696597,0.9999988532920936,120.00001407131262,0.0,0.0,1.0031202759098312,-120.41382643973704,1.000338587492591,120.37455075057778,0.9651746718006491,0.5615496160587113,0.0,0.0,0.0,0.0,0.9683560402853565,0.5455856584683045,1.0088505629565594,-120.71539589189202,1.0051121509708212,120.94414362095509
4,0.9673062348045306,0.5319091918220116,0.0,0.0,1.0051419148379521,120.96101862833302,0.9683643784748528,0.545041391271163,1.008901269532263,-120.71609345895796,1.0051492414717416,120.94466486114564,0.9830556701504843,0.21142319582658753,1.0031428396606925,-120.4142801394629,1.0003525182567432,120.3746356736924,0.9818564590476513,0.18447529579045258,1.002383413802191,-120.43297532484684,0.9993309961215361,120.3726966622051,0.9723375795019914,-0.09432195102636166,0.9950584254309164,-120.62205113855829,0.9919832665209775,120.18245539014275,0.9651888690804764,0.5387350945275017,1.0096912143955425,-120.87332157089706,1.00621136953155,120.86483425409605,0.0,0.0,0.0,0.0,1.0051419641580215,120.96101585513748,0.9683643818638461,0.5450413126994786,1.008901269995001,-120.71609328297845,1.0051492434184983,120.94466497885517,0.9999804078754417,0.0001377725743519485,0.9999991557990051,-120.00000328629703,0.9999938447443384,120.00003826141274,0.0,0.0,1.0031430267238153,-120.41429271274936,1.0003526827691729,120.37462558574488,0.999996168499003,5.738065368656046e-05,0.999999773495121,-120.0000017147417,0.9999988578143889,120.00001401089587,0.0,0.0,1.0031430641364452,-120.41429522740621,1.0003527156716623,120.3746235681557,0.9651766047787099,0.5610358535706342,0.0,0.0,0.0,0.0,0.9683644463616711,0.5450395321466376,1.00890134418358,-120.7160939125057,1.0051493204585449,120.94466347587652
5,0.9673084707790586,0.5314332869101394,0.0,0.0,1.0051724509047895,120.96170963863047,0.968368846155729,0.5445931773817404,1.0089471022232495,-120.7166980806716,1.0051797877470796,120.94532185229787,0.9830555346264851,0.2110824148602795,1.0031630445680852,-120.41470588605756,1.0003631317175465,120.37476677913682,0.981853752252866,0.1840775620514298,1.002402024555288,-120.43344001403462,0.9993394463551643,120.37282470445359,0.972314523986034,-0.09531572270334716,0.9950615824787332,-120.62291091538592,0.991976138617213,120.18218200723315,0.9651868655198008,0.5381658794691346,1.0097379840126177,-120.87399354226535,1.0062393553648117,120.86556596393906,0.0,0.0,0.0,0.0,1.0051725002263574,120.96170686543489,0.968368849551882,0.5445930986439238,1.0089471026869274,-120.71669790473808,1.00517978969788,120.94532196984044,0.9999804202133427,0.00013768374573747426,0.9999991843004296,-120.00000354814694,0.9999938618841029,120.00003814916359,0.0,0.0,1.0031632316352659,-120.41471845933019,1.0003632962316658,120.37475669121106,0.999996170879439,5.7349772044675887e-05,0.9999997790043973,-120.00000180759459,0.999998861227846,120.0000139656794,0.0,0.0,1.0031632690487078,-120.41472097398427,1.0003633291344933,120.37475467362623,0.965174348989367,0.5606213251791039,0.0,0.0,0.0,0.0,0.9683689140491569,0.5445913180754406,1.0089471768792073,-120.71669853431582,1.0051798667405873,120.94532046689046
6,0.9677766554092572,0.5194666722351948,0.0,0.0,1.0059868578204874,120.94687056992119,0.9688312409554202,0.5325483056813202,1.0095945063426277,-120.72844810326905,1.0059941671460944,120.93058553021376,0.9832942646438337,0.2055834554636149,1.0034947137144965,-120.42037188310778,1.0007858050196614,120.36824730868469,0.9820999537518571,0.17875157598154703,1.002738571470603,-120.43898482392287,0.9997687063519988,120.3663225568265,0.9726205830013545,-0.09882114322739513,0.9954446799889475,-120.62719190561447,0.9924527939614328,120.17698732852568,0.9656690580797468,0.5265535043778331,1.0103825561248645,-120.88552119435977,1.007064453053272,120.85055975824845,0.0,0.0,0.0,0.0,1.0059869071820164,120.94686779672561,0.968831244329676,0.5325482274902988,1.009594506803308,-120.72844792717076,1.005994169083737,120.93058564837358,0.9999809834094686,0.00013407696332645927,0.9999998188526507,-120.00000877784315,0.999994543717881,120.00003361537814,0.0,0.0,1.0034949008429084,-120.42038445652373,1.0007859696051369,120.36823722065199,0.9999962813326296,5.5908498215527435e-05,0.9999999021430291,-120.00000368609713,0.9999989947293263,120.00001213280815,0.0,0.0,1.0034949382685963,-120.4203869712065,1.0007860025222357,120.36823520304576,0.9656541868897919,0.5484812569841938,0.0,0.0,0.0,0.0,0.968831308855799,0.5325464469995604,1.0095945810429445,-120.72844855692372,1.005994246192038,120.93058414545592
7,0.9683844857746113,0.5035663447120848,0.0,0.0,1.007064638859099,120.92826570706019,0.9694334264842311,0.5165697200191451,1.0104700332145746,-120.74412402188854,1.0070719206751908,120.91208524269403,0.9836031191773318,0.19816996216503113,1.00394050772637,-120.4280481467521,1.0013408041596379,120.35992038924385,0.9824163361102242,0.17151441581678417,1.0031893471916349,-120.44653677512142,1.0003304231571852,120.35801537961912,0.9729974715656448,-0.10419998021639736,0.9959428082935842,-120.63343893201645,0.9930628378412266,120.17003547246021,0.9662914615834464,0.5110327574003767,1.011255203059569,-120.90096574460289,1.008153921692371,120.83177324877072,0.0,0.0,0.0,0.0,1.0070646882735121,120.92826293386462,0.969433429836126,0.5165696423964221,1.0104700336721621,-120.74412384561576,1.0070719225991964,120.91208536151129,0.999981722282215,0.0001293158409332486,1.0000006631820424,-120.00001578228866,0.9999954393725068,120.00002763662734,0.0,0.0,1.0039406949373506,-120.428060720341,1.0013409688387125,120.35991030109133,0.9999964261964308,5.401393379010424e-05,1.0000000659648662,-120.00000619733973,0.9999991701337064,120.00000972109427,0.0,0.0,1.003940732379552,-120.42806323505833,1.0013410017745312,120.35990828346112,0.9662733786926386,0.5324074713835341,0.0,0.0,0.0,0.0,0.9694334943991432,0.516567861991733,1.0104701079761533,-120.74412447563597,1.0070719997944535,120.91208385865944
8,0.9687433219733284,0.49229283102287014,0.0,0.0,1.0078280761415461,120.9205943625468,0.9697989175927714,0.5053739250960209,1.0111830131486685,-120.75604609374102,1.007835387828215,120.90432350490106,0.9837798167484924,0.19238341106394452,1.0042895914034053,-120.43447051675345,1.0017111926976272,120.35569597692849,0.9825859731803385,0.16557707310304254,1.003534241837724,-120.45305995312131,1.0006951021955157,120.35378897119422,0.9731117890062855,-0.1117069002897988,0.9962465295372922,-120.64095872029449,0.9933863762234401,120.16481456587971,0.966639931794901,0.49956614682148925,1.0119706721441217,-120.91305276005946,1.0089128389289121,120.82417661377673,0.0,0.0,0.0,0.0,1.0078281255934194,120.92059158935125,0.9697989209635037,0.5053738470653496,1.0111830136086342,-120.75604591757084,1.0078353897622512,120.90432362336,0.9999822041601163,0.000126152340944345,1.000001280433104,-120.00002104245868,0.9999960359892753,120.0000236487218,0.0,0.0,1.0042897786804956,-120.43448309038227,1.00171135743876,120.3556858888049,0.9999965204989405,5.277900048939264e-05,1.0000001856148657,-120.00000807456478,0.999999287228597,120.0000081153931,0.0,0.0,1.004289816135919,-120.43448560510761,1.0017113903869903,120.3556838711805,0.9666188206043244,0.5213062249224274,0.0,0.0,0.0,0.0,0.9697989855451036,0.5053720666439412,1.011183087966471,-120.75604654797782,1.0078354670200653,120.90432212067532
9,0.9698184517654677,0.4619231474738248,0.0,0.0,1.009893242033374,120.89138447169334,0.9708753302401995,0.47500561833421256,1.0129667795908175,-120.78720110227897,1.009900556673049,120.87512715101188,0.9843196982929964,0.17760590557760206,1.0051818961508783,-120.45041863282067,1.0027487186647042,120.34170367180702,0.9831261886962892,0.15082380468385181,1.0044273211889676,-120.46898452645654,1.0017336001849524,120.33981634687903,0.9736563149694327,-0.12618205339341354,0.9971454189070182,-120.65656679040087,0.9944317977026299,120.1512164038045,0.9677194333544726,0.469398062805088,1.0137540745004148,-120.9441388771829,1.0109858497450004,120.79485044017885,0.0,0.0,0.0,0.0,1.0098932915865801,120.89138169849777,0.9708753336075315,0.47500554046949406,1.0129667800500513,-120.78720092603184,1.0099005586033474,120.87512726979222,0.9999835680847097,0.0001172168879916826,1.0000029192422335,-120.00003490020077,0.9999977075278663,120.00001239956133,0.0,0.0,1.0051820835949814,-120.45043120668653,1.0027488835803962,120.34169358358788,0.9999967876827066,4.9267662180814014e-05,1.0000005034016102,-120.00001301678282,0.9999996148491658,120.00000359795243,0.0,0.0,1.0051821210838074,-120.45043372145926,1.0027489165635382,120.34169156594434,0.9676913685327803,0.4909395982957384,0.0,0.0,0.0,0.0,0.9708753982504851,0.4750037601268279,1.0129668545406099,-120.78720155718646,1.0099006360290066,120.87512576737393
