,Zth Estimation Error,Gt,Va Magnitude,Vb Magnitude,Vc Magnitude
0,0.128686795738041,173.20508075688772,0.9774381600290345,0.9879526344420747,0.9790681650873081
1,0.128686795738041,173.20508075688772,0.9766737893609095,0.9878646521385883,0.9824261446190549
2,0.12763201237320193,180.0455674515579,0.9743146827933997,0.9894763720574686,0.9799576821430754
3,0.12551736098325314,184.76186774571136,0.9789548202637359,0.9900018084898309,0.9783085711217235
4,0.12219104633079689,190.29205145509255,0.9746242315844335,0.991598209754918,0.9839165656024899
5,0.11728672318727526,189.47181013385534,0.9757751187233632,0.9916328630842718,0.9762385952501891
6,0.1140029370213477,190.68645003493765,0.980695880479512,0.9833498059071327,0.9786785194909164
7,0.10954230271912621,194.35220925023188,0.9854239070741755,0.9794097200724877,0.9782832839920487
8,0.10392063004829911,195.4098698244284,0.9787942251355526,0.9869996471313067,0.9795548296714742
9,0.10293540193517121,203.42506406174815,0.981219302547866,0.9888837797108131,0.9752587028807073
10,0.10134000236164559,209.23797842516052,0.9786893367442312,0.9876140476366614,0.9778283274287183
11,0.10045123830211297,218.1948474286904,0.9798695609179333,0.9859866304177674,0.9754136064564223
12,0.09679265649804293,219.80098652599963,0.9744318886225009,0.9854384201517824,0.9824834642024566
13,0.0953897583641979,225.33057113866298,0.9773949342170226,0.9850374405812835,0.9759552721570895
14,0.09181530244989437,229.7972079144651,0.9712083522172474,0.9932004423412125,0.9773911799439852
15,0.08948380768951447,233.21760126296576,0.9771293295646107,0.9896986653424589,0.975625666975552
16,0.08857715078874562,241.81028913281,0.9806331370219541,0.9867680257653845,0.9744103972729437
17,0.08189923673546277,233.05834974545962,0.976447997622028,0.9857076003426627,0.97581743561503
18,0.08121851205670234,229.35070400927586,0.9751043151787013,0.9869297322668138,0.9815881446263129
19,0.08038221428494209,237.46218157982133,0.9758380731046544,0.9906810040884149,0.9768357406694028
20,0.08038221428494209,237.46218157982133,0.9742104585153591,0.9891838504871769,0.9742811814972884
21,0.08038221428494209,237.46218157982133,0.9800254030619078,0.9826668382467625,0.9783225649372879
22,0.08038221428494209,237.46218157982133,0.9834413501957553,0.980391538709318,0.9751258404115893
23,0.08038221428494209,237.46218157982133,0.9776317448150361,0.9829392610723874,0.9853226738471494
24,0.07839992389958347,239.71393498644434,0.9776031455897889,0.9902528212858923,0.9800514330836074
25,0.07759078489678373,244.13744260420034,0.978954718613744,0.9844834625253364,0.9784533113924059
26,0.0758187567824288,227.71733755230792,0.9804970717310052,0.9953475510737545,0.9793205764178428
27,0.07347843422672727,225.7569296045939,0.9771093858361816,0.9892600041199283,0.9796960265928523
28,0.06932989166207792,223.86615608268153,0.9823679228919743,0.9881776248401858,0.9750083237029292
29,0.062356768041621734,215.411967455597,0.9771127123321695,0.9866347516137991,0.9833790141852488
30,0.062287697317548955,221.56212430313457,0.9764467905283731,0.9841020150007991,0.9806119396102905
31,0.06232872285684717,225.62911757548056,0.9748956175801402,0.9943116910657642,0.9785197633805048
32,0.06278556689047367,232.3102005817703,0.980697796581861,0.9851642887592087,0.9801197113832293
33,0.06185769251072161,227.30363281429462,0.9761865631605376,0.9866873453196564,0.9860939202901495
34,0.06040646417144451,223.15064164043392,0.9795621925192276,0.9860446412211146,0.9764536773153307
35,0.06013769053193103,228.25767766322227,0.9778042321451996,0.9913759749186731,0.9761391078617756
36,0.059929533429791626,224.5480307124388,0.9848617326405404,0.9890592750336562,0.9746180605828364
37,0.05850451777540878,213.98056894372644,0.9727885445440281,0.9901127179490115,0.9802823776299996
38,0.057978838789659926,218.74209295342857,0.9719296402304327,0.9911743682541366,0.9830222870916809
39,0.0548496107158031,220.34954080644584,0.9817797997566332,0.9820885785489779,0.9797432328491339
40,0.05463292645908508,219.51817838428434,0.9827308862125509,0.9864899020693753,0.9778829270277508
41,0.05380779693970488,222.20694090041343,0.9785848947657912,0.9904854193388208,0.9781027993487651
42,0.05382884903368924,230.77211696290468,0.9763333008535626,0.9901139479139145,0.9802307716232311
43,0.052064461802554154,229.67287332125235,0.9787886877522387,0.9863779447681941,0.9796294805785106
