,Zth Estimation Error,Gt,Va Magnitude,Vb Magnitude,Vc Magnitude
0,0.128686795738041,173.20508075688772,0.9585125553785268,0.9663621947785556,0.9568972946515919
1,0.128686795738041,173.20508075688772,0.9561204718594478,0.9660060428545257,0.9582091309995105
2,0.1213570884319771,178.03006896646832,0.9615400851867194,0.9604404609858352,0.9606406699629817
3,0.11362048159362331,182.30414006531547,0.9601913388796248,0.967757064769517,0.9552764787525946
4,0.11047576216997297,188.780752867943,0.9565109357382748,0.9713405175368369,0.9586021979652158
5,0.09654665085749498,186.1594752997127,0.966236889139259,0.9615438115060092,0.954231047550775
6,0.08919087942545328,191.63308953945443,0.961043329299598,0.9699386565676761,0.9540796695356154
7,0.0848900730984683,193.51898069660217,0.9563209171728256,0.967786336578878,0.9567531905404427
8,0.08116083302203479,196.9359935656547,0.9617973460689553,0.9657552909601105,0.9554099477333314
9,0.08061032460798609,202.92380588189098,0.963126848338399,0.964540255899567,0.9542930862350549
10,0.07817736391538094,207.8969463906764,0.9576770043035087,0.9677351329366612,0.9564382881831639
11,0.0726766151494735,207.6969051302509,0.9602076757275048,0.9631694439204607,0.9629384417724063
12,0.07210759480529469,206.8638454362653,0.9690561448905237,0.9661130303181817,0.961073118676835
13,0.06420742986396581,205.13914957586502,0.9595812686639291,0.9724756870457546,0.9602372457101755
14,0.059884090445374696,206.2913349330168,0.9620564061560496,0.9683460951310365,0.961572110016697
15,0.0592617758333259,208.09972946744668,0.960245040570395,0.9692029207022957,0.9601929051365848
16,0.058654221836611696,213.21844121303158,0.9605386497956009,0.9659608772218334,0.9633837331156646
17,0.056275305195166686,213.98001555900623,0.9619502522223278,0.968071690977651,0.9595873803696977
18,0.10479901508861565,216.92013782457775,0.976934603757449,0.9849882978926545,0.9719465429299347
19,0.1018820000018965,218.17084777054936,0.9782891144661726,0.9773735580707897,0.9746117396475009
20,0.09687007380692424,221.22307366234202,0.9750697152155935,0.9766775800585276,0.9794750954177547
21,0.09320470230346796,229.0594179323604,0.9757563981831712,0.9799666832498665,0.9791201209394655
22,0.0903833194437233,223.06030584283462,0.9721105340149339,0.9794561427767476,0.9758908302975822
23,0.08870478255434415,224.43099664585344,0.9761882852808186,0.9805633754795325,0.9757979442290653
24,0.1385733740147543,228.03167959236018,0.9600755044783323,0.9628375245074386,0.9564851666182214
25,0.13615217200779023,233.6205826690877,0.9611407260865098,0.9614228810517849,0.9520737695836173
26,0.13493896358210775,233.2231317068594,0.954747701423829,0.9644918425496304,0.9609175874124193
27,0.13445138012904184,235.3303622648957,0.9592917152734035,0.9660545561602877,0.9556604573619326
28,0.13081291496495612,240.92031521278872,0.9653982004678213,0.9691845550899924,0.9500476819432093
29,0.12555942952957314,238.0614339114444,0.9568850204150587,0.9629370398495999,0.956491735748954
30,0.1311023395100634,242.19883634594675,0.9557702334237023,0.9587980944414521,0.9532400854971651
31,0.11301753730162961,234.41371006647094,0.9567149100005414,0.9622661050070318,0.9515924873665271
32,0.1126258210355971,241.09520841002,0.9504116846349541,0.9661702389336756,0.9486856635354934
33,0.10233864097565123,238.10219000731064,0.9500817745034406,0.9641878133531617,0.9487476522418608
34,0.09257522348947826,233.76783098562396,0.9520539656239272,0.9671470606263161,0.9520669776699857
35,0.09192821943334334,230.41782455151014,0.9524149865825735,0.9599972644794951,0.9499605950067357
36,0.09059269191119962,233.84518823255522,0.947660760549557,0.9595341581280568,0.9552181485988558
37,0.08941170406572084,230.52311021752416,0.9547799930850353,0.9588138552727106,0.9483063608257873
